po_id,order_date,department,category,item,supplier,unit_cost,quantity,total_cost,lead_time_days,promised_days,on_time,on_contract
PO-16781,2025-12-23,General Medicine,PPE & Safety,Isolation Gowns (case 100),MedLine Direct,107.17,26,2786.42,7,8,True,True
PO-16782,2025-12-13,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,73.81,19,1402.39,2,6,True,True
PO-16783,2025-12-13,Cardiology,PPE & Safety,Face Shields (case 96),Apex Medical Group,85.76,13,1114.88,9,13,True,True
PO-16784,2025-12-01,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,12.06,367,4426.02,4,6,True,True
PO-16785,2025-12-23,Emergency,PPE & Safety,Isolation Gowns (case 100),Regional MedSupply,108.46,22,2386.12,6,6,True,True
PO-16786,2025-12-17,ICU,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,59.9,23,1377.7,9,11,False,True
PO-16787,2025-12-23,ICU,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,136.31,14,1908.34,6,13,True,True
PO-16788,2025-12-13,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Regional MedSupply,393.59,7,2755.13,4,6,True,True
PO-16789,2025-12-07,Surgery,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,58.2,24,1396.8,10,11,True,True
PO-16790,2025-12-11,Laboratory,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,225.97,11,2485.67,6,9,True,True
PO-16791,2025-12-07,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,65.62,16,1049.92,13,13,True,True
PO-16792,2025-12-07,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,68.46,12,821.52,9,13,True,True
PO-16793,2025-12-13,Oncology,Pharmaceuticals,Propofol Vials (box 10),Regional MedSupply,252.29,14,3532.06,6,6,True,True
PO-16794,2025-12-12,Cardiology,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,67.54,18,1215.72,4,6,True,True
PO-16795,2025-12-19,Oncology,Lab & Diagnostics,Specimen Containers (case 500),Cardinal Supply Co,69.1,11,760.1,6,9,True,True
PO-16796,2025-12-17,Surgery,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,677.85,4,2711.4,8,9,True,True
PO-16797,2025-12-17,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,718.39,3,2155.17,9,9,True,True
PO-16798,2025-12-18,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,684.75,4,2739.0,4,9,True,True
PO-16799,2025-12-01,ICU,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,298.12,5,1490.6,9,9,True,True
PO-16800,2025-12-11,Cardiology,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,90.56,18,1630.08,10,13,True,True
PO-16801,2025-12-15,Laboratory,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,1057.81,3,3173.43,2,6,True,True
PO-16802,2025-12-11,Emergency,Pharmaceuticals,Heparin Vials (box 25),OmniHealth Partners,181.28,20,3625.6,6,11,True,True
PO-16803,2025-12-27,Oncology,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,290.53,4,1162.12,4,6,True,False
PO-16804,2025-12-12,Surgery,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,398.22,3,1194.66,3,6,True,False
PO-16805,2025-12-14,ICU,Pharmaceuticals,Saline IV Bags 1L (case 12),Regional MedSupply,92.08,69,6353.52,4,6,True,False
PO-16806,2025-12-05,Surgery,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,98.96,14,1385.44,7,6,False,True
PO-16807,2025-12-12,ICU,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,58.88,24,1413.12,9,11,True,True
PO-16808,2025-12-20,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,129.7,14,1815.8,11,13,True,True
PO-16809,2025-12-24,Oncology,Medical Equipment,ECG Electrodes (case 600),Cardinal Supply Co,92.59,19,1759.21,4,9,True,True
PO-16810,2025-12-08,Surgery,Lab & Diagnostics,Specimen Containers (case 500),Regional MedSupply,73.75,15,1106.25,3,6,True,True
PO-16811,2025-12-20,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,416.62,5,2083.1,7,11,True,False
PO-16812,2025-12-10,Emergency,PPE & Safety,Face Shields (case 96),OmniHealth Partners,96.36,7,674.52,7,11,True,False
PO-16813,2025-12-23,Laboratory,Pharmaceuticals,Saline IV Bags 1L (case 12),MedLine Direct,91.07,21,1912.47,3,8,True,False
PO-16814,2025-12-26,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,293.26,7,2052.82,9,13,True,True
PO-16815,2025-12-13,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,343.12,7,2401.84,11,13,True,True
PO-16816,2025-12-11,General Medicine,PPE & Safety,Face Shields (case 96),Regional MedSupply,92.79,9,835.11,3,6,True,True
PO-16817,2025-12-21,ICU,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,159.01,20,3180.2,3,6,True,True
PO-16818,2025-12-18,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,338.17,5,1690.85,10,13,True,True
PO-16819,2025-12-13,ICU,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,346.88,6,2081.28,9,13,False,True
PO-16820,2025-12-14,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,438.44,1,438.44,10,11,False,True
PO-16821,2025-12-11,Emergency,Pharmaceuticals,Propofol Vials (box 10),Apex Medical Group,212.88,18,3831.84,12,13,True,True
PO-16822,2025-12-07,Cardiology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Cardinal Supply Co,277.78,10,2777.8,3,9,True,True
PO-16823,2025-12-02,ICU,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,152.44,16,2439.04,8,9,True,True
PO-16824,2025-12-18,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,MedLine Direct,963.05,2,1926.1,6,8,True,True
PO-16825,2025-12-21,Laboratory,Medical Equipment,Pulse Oximeter Sensors (box 24),Cardinal Supply Co,309.69,7,2167.83,1,9,True,True
PO-16826,2025-12-24,General Medicine,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,141.57,19,2689.83,11,11,True,True
PO-16827,2025-12-01,Surgery,Pharmaceuticals,Saline IV Bags 1L (case 12),Apex Medical Group,77.01,51,3927.51,12,13,True,True
PO-16828,2025-12-26,General Medicine,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,201.61,15,3024.15,6,9,True,True
PO-16829,2025-12-17,Surgery,Pharmaceuticals,Heparin Vials (box 25),MedLine Direct,178.2,19,3385.8,8,8,True,True
PO-16830,2025-12-16,General Medicine,PPE & Safety,Face Shields (case 96),Regional MedSupply,109.74,12,1316.88,3,6,True,False
PO-16831,2025-12-10,Surgery,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,63.86,14,894.04,6,8,True,True
PO-16832,2025-12-07,Emergency,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,363.98,2,727.96,6,8,True,True
PO-16833,2025-12-05,Oncology,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,445.23,6,2671.38,7,11,True,True
PO-16834,2025-12-20,Oncology,Medical Equipment,ECG Electrodes (case 600),Regional MedSupply,100.13,15,1501.95,4,6,True,True
PO-16835,2025-12-24,Surgery,Medical Equipment,Ventilator Circuits (case 20),OmniHealth Partners,266.08,3,798.24,9,11,True,True
PO-16836,2025-12-26,Surgery,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,144.04,8,1152.32,10,13,False,True
PO-16837,2025-12-25,General Medicine,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,57.81,28,1618.68,4,8,True,True
PO-16838,2025-12-17,ICU,Medical Equipment,Ventilator Circuits (case 20),Regional MedSupply,298.96,3,896.88,2,6,True,True
PO-16839,2025-12-03,ICU,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,188.01,25,4700.25,7,9,False,True
PO-16840,2025-12-15,Oncology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),MedLine Direct,284.02,6,1704.12,10,8,False,True
PO-16841,2025-12-26,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,416.56,5,2082.8,9,13,True,True
PO-16842,2025-12-25,General Medicine,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,545.27,4,2181.08,6,6,True,False
PO-16843,2025-12-27,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,146.01,16,2336.16,7,9,True,True
PO-16844,2025-12-09,ICU,Lab & Diagnostics,Specimen Containers (case 500),MedLine Direct,68.44,19,1300.36,4,8,True,True
PO-16845,2025-12-25,Emergency,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,68.88,11,757.68,9,13,True,True
PO-16846,2025-12-25,Oncology,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,170.3,26,4427.8,7,13,True,True
PO-16847,2025-12-11,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),Regional MedSupply,482.64,4,1930.56,1,6,True,True
PO-16848,2025-12-12,Cardiology,PPE & Safety,Face Shields (case 96),Regional MedSupply,94.82,8,758.56,2,6,True,True
PO-16849,2025-12-14,ICU,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,213.19,10,2131.9,1,6,True,True
PO-16850,2025-12-25,Emergency,PPE & Safety,Face Shields (case 96),Regional MedSupply,106.91,4,427.64,2,6,True,False
PO-16851,2025-12-14,Oncology,Lab & Diagnostics,Specimen Containers (case 500),Cardinal Supply Co,64.77,13,842.01,8,9,True,True
PO-16852,2025-12-17,Surgery,PPE & Safety,Face Shields (case 96),Apex Medical Group,83.61,11,919.71,9,13,True,True
PO-16853,2025-12-01,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,138.74,25,3468.5,5,8,True,True
PO-16854,2025-12-03,Cardiology,Surgical Supplies,Surgical Drapes (case 60),OmniHealth Partners,133.77,13,1739.01,5,11,True,True
PO-16855,2025-12-24,Emergency,Pharmaceuticals,Heparin Vials (box 25),Regional MedSupply,191.69,24,4600.56,1,6,True,True
PO-16856,2025-12-10,Laboratory,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,245.15,6,1470.9,7,6,False,False
PO-16857,2025-12-08,Oncology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,137.53,24,3300.72,1,6,True,True
PO-16858,2025-12-21,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,120.92,21,2539.32,7,11,True,True
PO-16859,2025-12-12,Cardiology,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,253.67,10,2536.7,7,9,False,False
PO-16860,2025-12-20,General Medicine,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,393.63,5,1968.15,6,8,True,False
PO-16861,2025-12-03,ICU,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,91.46,39,3566.94,9,11,True,True
PO-16862,2025-12-14,Emergency,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,141.25,20,2825.0,13,13,True,True
PO-16863,2025-12-24,Emergency,Pharmaceuticals,Heparin Vials (box 25),Cardinal Supply Co,179.7,27,4851.9,3,9,True,True
PO-16864,2025-12-12,Surgery,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,68.27,48,3276.96,9,13,True,False
PO-16865,2025-12-06,Laboratory,Medical Equipment,ECG Electrodes (case 600),Apex Medical Group,93.4,13,1214.2,8,13,True,False
PO-16866,2025-12-27,Cardiology,Medical Equipment,Pulse Oximeter Sensors (box 24),Apex Medical Group,303.12,5,1515.6,12,13,True,True
PO-16867,2025-12-04,ICU,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,93.27,16,1492.32,8,11,True,True
PO-16868,2025-12-08,Oncology,PPE & Safety,Isolation Gowns (case 100),Regional MedSupply,109.46,36,3940.56,1,6,True,True
PO-16869,2025-12-24,Emergency,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,218.72,14,3062.08,1,6,True,True
PO-16870,2025-12-17,General Medicine,PPE & Safety,Face Shields (case 96),Apex Medical Group,97.56,11,1073.16,10,13,True,False
PO-16871,2025-12-09,General Medicine,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,335.12,3,1005.36,5,6,True,True
PO-16872,2025-12-14,ICU,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,152.78,10,1527.8,3,6,True,True
PO-16873,2025-12-06,ICU,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,196.48,21,4126.08,9,13,False,False
PO-16874,2025-12-16,ICU,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,143.53,16,2296.48,5,8,True,True
PO-16875,2025-12-10,Laboratory,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,1027.11,2,2054.22,1,6,True,True
PO-16876,2025-12-07,ICU,PPE & Safety,N95 Respirators (case 210),MedLine Direct,155.77,23,3582.71,5,8,True,True
PO-16877,2025-12-20,Laboratory,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,144.98,15,2174.7,8,9,True,True
PO-16878,2025-12-07,ICU,Pharmaceuticals,Propofol Vials (box 10),Cardinal Supply Co,229.26,17,3897.42,5,9,True,True
PO-16879,2025-12-19,Surgery,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,187.13,11,2058.43,10,13,False,True
PO-16880,2025-12-23,Laboratory,Surgical Supplies,Suture Kits (box 36),Regional MedSupply,204.07,21,4285.47,8,6,False,True
PO-16881,2025-12-18,ICU,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,1041.0,4,4164.0,7,6,False,True
PO-16882,2025-12-25,Emergency,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,145.19,5,725.95,4,9,True,True
PO-16883,2025-12-15,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),Cardinal Supply Co,12.47,392,4888.24,11,9,False,True
PO-16884,2025-12-01,General Medicine,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,60.46,11,665.06,10,11,True,True
PO-16885,2025-12-03,Emergency,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,98.07,27,2647.89,8,9,True,True
PO-16886,2025-12-23,Surgery,PPE & Safety,Face Shields (case 96),Regional MedSupply,95.74,13,1244.62,2,6,True,True
PO-16887,2025-12-16,Emergency,Surgical Supplies,Sterile Gauze (case 600),Cardinal Supply Co,58.06,23,1335.38,7,9,True,True
PO-16888,2025-12-25,General Medicine,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,964.26,4,3857.04,5,11,True,True
PO-16889,2025-12-18,Laboratory,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,93.64,22,2060.08,13,13,True,True
PO-16890,2025-12-21,Cardiology,PPE & Safety,Nitrile Exam Gloves (box 200),Apex Medical Group,12.29,272,3342.88,11,13,False,True
PO-16891,2025-12-10,Surgery,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,337.49,6,2024.94,18,13,False,True
PO-16892,2025-12-27,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),MedLine Direct,667.28,3,2001.84,4,8,True,True
PO-16893,2025-12-05,Laboratory,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,661.76,6,3970.56,7,9,True,True
PO-16894,2025-12-05,Emergency,Surgical Supplies,Laparoscopic Trocars (box 6),OmniHealth Partners,399.5,3,1198.5,14,11,False,True
PO-16895,2025-12-09,General Medicine,Medical Equipment,Ventilator Circuits (case 20),MedLine Direct,312.26,1,312.26,4,8,True,False
PO-16896,2025-12-06,Laboratory,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,162.79,13,2116.27,10,8,False,False
PO-16897,2025-12-19,Cardiology,Surgical Supplies,Suture Kits (box 36),Apex Medical Group,190.37,10,1903.7,14,13,False,True
PO-16898,2025-12-18,Emergency,PPE & Safety,N95 Respirators (case 210),MedLine Direct,155.74,24,3737.76,5,8,True,True
PO-16899,2025-12-23,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Regional MedSupply,708.02,4,2832.08,5,6,True,True
PO-16900,2025-12-18,Cardiology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Regional MedSupply,314.72,17,5350.24,4,6,True,True
PO-16901,2025-12-27,Emergency,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,134.21,13,1744.73,10,11,True,False
PO-16902,2025-12-09,General Medicine,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,960.81,4,3843.24,10,9,False,True
PO-16903,2025-12-11,ICU,PPE & Safety,N95 Respirators (case 210),Regional MedSupply,163.51,16,2616.16,2,6,True,True
PO-16904,2025-12-19,General Medicine,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,366.65,8,2933.2,4,8,True,True
PO-16905,2025-12-19,Oncology,Surgical Supplies,Sterile Gauze (case 600),Apex Medical Group,57.19,15,857.85,9,13,True,True
PO-16906,2025-12-22,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Cardinal Supply Co,775.2,6,4651.2,8,9,True,False
PO-16907,2025-12-15,Surgery,PPE & Safety,Face Shields (case 96),OmniHealth Partners,87.8,6,526.8,9,11,True,True
PO-16908,2025-12-23,General Medicine,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,244.45,14,3422.3,9,11,True,False
PO-16909,2025-12-18,General Medicine,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,350.49,4,1401.96,6,11,True,True
PO-16910,2025-12-06,ICU,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,397.33,5,1986.65,10,13,True,True
PO-16911,2025-12-18,Surgery,PPE & Safety,Isolation Gowns (case 100),Cardinal Supply Co,99.16,34,3371.44,7,9,True,True
PO-16912,2025-12-01,Laboratory,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,173.57,27,4686.39,12,13,False,True
PO-16913,2025-12-09,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,437.83,6,2626.98,8,9,True,True
PO-16914,2025-12-07,Surgery,PPE & Safety,Face Shields (case 96),Regional MedSupply,92.16,10,921.6,4,6,True,True
PO-16915,2025-12-18,Surgery,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,170.52,11,1875.72,11,13,True,True
PO-16916,2025-12-18,Surgery,PPE & Safety,Face Shields (case 96),Regional MedSupply,95.02,11,1045.22,3,6,True,True
PO-16917,2025-12-11,Emergency,Pharmaceuticals,Saline IV Bags 1L (case 12),Cardinal Supply Co,86.35,55,4749.25,5,9,True,False
PO-16918,2025-12-13,Emergency,PPE & Safety,Isolation Gowns (case 100),Apex Medical Group,94.1,30,2823.0,10,13,True,True
PO-16919,2025-12-13,General Medicine,PPE & Safety,Face Shields (case 96),MedLine Direct,88.23,10,882.3,9,8,False,True
PO-16920,2025-12-25,ICU,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,154.0,12,1848.0,9,6,False,True
PO-16921,2025-12-22,General Medicine,PPE & Safety,Face Shields (case 96),MedLine Direct,89.52,5,447.6,3,8,True,True
PO-16922,2025-12-16,General Medicine,Surgical Supplies,Suture Kits (box 36),Cardinal Supply Co,212.49,6,1274.94,11,9,False,True
PO-16923,2025-12-07,General Medicine,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,90.7,9,816.3,4,9,True,True
PO-16924,2025-12-11,ICU,PPE & Safety,Nitrile Exam Gloves (box 200),OmniHealth Partners,13.08,307,4015.56,8,11,True,False
PO-16925,2025-12-20,Emergency,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,66.24,40,2649.6,1,6,True,True
PO-16926,2025-12-08,ICU,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,70.8,21,1486.8,6,6,True,True
PO-16927,2025-12-14,Cardiology,PPE & Safety,Face Shields (case 96),MedLine Direct,91.78,14,1284.92,1,8,True,True
PO-16928,2025-12-17,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,145.66,16,2330.56,10,13,True,False
PO-16929,2025-12-11,Surgery,Surgical Supplies,Surgical Drapes (case 60),Regional MedSupply,149.82,9,1348.38,1,6,True,True
PO-16930,2025-12-05,Emergency,PPE & Safety,Face Shields (case 96),OmniHealth Partners,89.54,15,1343.1,8,11,True,True
PO-16931,2025-12-22,Oncology,Surgical Supplies,Surgical Drapes (case 60),Apex Medical Group,132.72,11,1459.92,10,13,True,True
PO-16932,2025-12-12,Emergency,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,206.75,15,3101.25,9,11,True,True
PO-16933,2025-12-02,Emergency,PPE & Safety,Isolation Gowns (case 100),Regional MedSupply,126.96,43,5459.28,4,6,True,False
PO-16934,2025-12-07,Emergency,Medical Equipment,Ventilator Circuits (case 20),MedLine Direct,281.47,4,1125.88,4,8,True,True
PO-16935,2025-12-22,Emergency,PPE & Safety,N95 Respirators (case 210),MedLine Direct,149.98,22,3299.56,6,8,True,True
PO-16936,2025-12-14,ICU,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,98.06,40,3922.4,7,11,True,True
PO-16937,2025-12-06,Emergency,Lab & Diagnostics,Reagent Pack - Chemistry,Cardinal Supply Co,955.96,5,4779.8,9,9,True,True
PO-16938,2025-12-13,ICU,Surgical Supplies,Suture Kits (box 36),MedLine Direct,219.69,17,3734.73,3,8,True,True
PO-16939,2025-12-15,Cardiology,Lab & Diagnostics,Reagent Pack - Chemistry,Regional MedSupply,989.78,6,5938.68,4,6,True,True
PO-16940,2026-01-08,ICU,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,635.22,5,3176.1,13,13,False,True
PO-16941,2026-01-22,Surgery,PPE & Safety,Nitrile Exam Gloves (box 200),Regional MedSupply,13.4,299,4006.6,4,6,False,True
PO-16942,2026-01-25,Surgery,PPE & Safety,Face Shields (case 96),OmniHealth Partners,84.81,13,1102.53,10,11,True,True
PO-16943,2026-01-21,Laboratory,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,87.55,11,963.05,5,9,True,True
PO-16944,2026-01-01,Surgery,Lab & Diagnostics,Rapid Flu Test Kits (box 25),Regional MedSupply,346.19,11,3808.09,1,6,True,False
PO-16945,2026-01-23,Surgery,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,145.02,22,3190.44,9,13,True,True
PO-16946,2026-01-08,ICU,Medical Equipment,Infusion Pump Sets (case 24),OmniHealth Partners,367.35,4,1469.4,10,11,True,True
PO-16947,2026-01-10,Cardiology,Medical Equipment,ECG Electrodes (case 600),MedLine Direct,93.85,18,1689.3,6,8,True,True
PO-16948,2026-01-21,Oncology,Medical Equipment,Pulse Oximeter Sensors (box 24),Regional MedSupply,345.26,2,690.52,2,6,True,True
PO-16949,2026-01-01,Emergency,Pharmaceuticals,Propofol Vials (box 10),OmniHealth Partners,226.41,18,4075.38,5,11,True,True
PO-16950,2026-01-13,Oncology,Surgical Supplies,Sterile Gauze (case 600),MedLine Direct,61.0,25,1525.0,2,8,True,True
PO-16951,2026-01-03,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,475.04,7,3325.28,6,13,False,False
PO-16952,2026-01-23,Laboratory,Surgical Supplies,Laparoscopic Trocars (box 6),Cardinal Supply Co,434.56,5,2172.8,7,9,True,True
PO-16953,2026-01-16,Surgery,Surgical Supplies,Sterile Gauze (case 600),OmniHealth Partners,67.36,30,2020.8,11,11,True,False
PO-16954,2026-01-27,Laboratory,PPE & Safety,N95 Respirators (case 210),Cardinal Supply Co,179.35,19,3407.65,8,9,True,False
PO-16955,2026-01-05,Laboratory,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,64.09,17,1089.53,10,13,True,True
PO-16956,2026-01-10,ICU,PPE & Safety,Face Shields (case 96),Cardinal Supply Co,90.04,15,1350.6,2,9,True,True
PO-16957,2026-01-27,Oncology,Lab & Diagnostics,Rapid Flu Test Kits (box 25),OmniHealth Partners,272.33,13,3540.29,9,11,True,True
PO-16958,2026-01-19,Surgery,Surgical Supplies,Laparoscopic Trocars (box 6),Apex Medical Group,459.49,10,4594.9,7,13,True,False
PO-16959,2026-01-10,Cardiology,Lab & Diagnostics,Specimen Containers (case 500),Apex Medical Group,63.2,18,1137.6,9,13,True,True
PO-16960,2026-01-19,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),OmniHealth Partners,118.52,15,1777.8,11,11,True,True
PO-16961,2026-01-10,Laboratory,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,138.07,16,2209.12,2,6,True,True
PO-16962,2026-01-14,Cardiology,Medical Equipment,Infusion Pump Sets (case 24),MedLine Direct,367.29,3,1101.87,3,8,True,True
PO-16963,2026-01-02,General Medicine,Lab & Diagnostics,Blood Collection Tubes (case 1000),Apex Medical Group,119.95,26,3118.7,9,13,False,True
PO-16964,2026-01-06,Emergency,Pharmaceuticals,Propofol Vials (box 10),MedLine Direct,229.36,14,3211.04,4,8,True,True
PO-16965,2026-01-08,ICU,Surgical Supplies,Sterile Gauze (case 600),Regional MedSupply,67.34,29,1952.86,5,6,True,True
PO-16966,2026-01-23,Oncology,PPE & Safety,Face Shields (case 96),Regional MedSupply,95.35,4,381.4,4,6,True,True
PO-16967,2026-01-26,Laboratory,PPE & Safety,Face Shields (case 96),Apex Medical Group,90.61,9,815.49,12,13,True,True
PO-16968,2026-01-15,Emergency,PPE & Safety,Isolation Gowns (case 100),OmniHealth Partners,97.7,27,2637.9,11,11,True,True
PO-16969,2026-01-22,Oncology,Surgical Supplies,Surgical Drapes (case 60),MedLine Direct,142.13,12,1705.56,5,8,True,True
PO-16970,2026-01-24,General Medicine,Pharmaceuticals,Heparin Vials (box 25),Apex Medical Group,175.85,20,3517.0,10,13,True,True
PO-16971,2026-01-13,Cardiology,PPE & Safety,Isolation Gowns (case 100),Regional MedSupply,108.76,35,3806.6,1,6,True,True
PO-16972,2026-01-02,Surgery,Lab & Diagnostics,Reagent Pack - Chemistry,OmniHealth Partners,951.92,4,3807.68,10,11,True,True
PO-16973,2026-01-09,Cardiology,Lab & Diagnostics,Blood Collection Tubes (case 1000),Regional MedSupply,165.3,17,2810.1,1,6,True,False
PO-16974,2026-01-10,Surgery,Lab & Diagnostics,Blood Collection Tubes (case 1000),MedLine Direct,124.03,13,1612.39,1,8,True,True
PO-16975,2026-01-03,Laboratory,PPE & Safety,N95 Respirators (case 210),Apex Medical Group,149.73,23,3443.79,11,13,False,True
PO-16976,2026-01-11,ICU,Medical Equipment,Ventilator Circuits (case 20),Cardinal Supply Co,270.18,3,810.54,9,9,True,True
PO-16977,2026-01-22,Cardiology,PPE & Safety,Face Shields (case 96),Regional MedSupply,97.64,15,1464.6,6,6,True,True
PO-16978,2026-01-15,Emergency,Pharmaceuticals,Epinephrine Auto-Inj (box 12),Apex Medical Group,641.37,5,3206.85,5,13,True,True
PO-16979,2026-01-27,Emergency,Medical Equipment,Infusion Pump Sets (case 24),Apex Medical Group,338.66,6,2031.96,12,13,True,True
PO-16980,2026-01-25,Surgery,Surgical Supplies,Surgical Drapes (case 60),Cardinal Supply Co,135.89,9,1223.01,7,9,True,True
PO-16981,2026-01-16,Emergency,PPE & Safety,N95 Respirators (case 210),OmniHealth Partners,149.26,21,3134.46,11,11,True,True
